Messzeit Spektrum (s):;3600;
Messzeitpunkt:;26.01.2021 14:43;
;;
Messzeit Nullspektrum (s):;3600;
Messzeitpunkt:;26.01.2021 11:34;
;;
Verstärkung:;7.097;
Hochspannung:;870;
;;
Kalibrierfaktor:;0.46208;
;;
Offset:;3;
;;
;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;1;0
3;0;0
4;0;0
5;0;0
6;1;0
7;1;0
8;2;0
9;0;1
10;0;0
11;0;0
12;0;0
13;1;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;1;0
23;3;2
24;0;4
25;4;3
26;8;1
27;8;4
28;12;3
29;34;13
30;100;35
31;102;24
32;102;31
33;48;12
34;33;12
35;49;11
36;65;13
37;75;17
38;77;24
39;88;27
40;107;28
41;102;23
42;123;24
43;127;30
44;150;35
45;135;21
46;137;27
47;154;25
48;161;26
49;152;33
50;167;23
51;162;29
52;173;29
53;163;25
54;182;33
55;180;37
56;193;30
57;174;25
58;215;26
59;188;25
60;194;26
61;199;28
62;195;34
63;188;25
64;187;20
65;181;23
66;181;28
67;181;43
68;187;34
69;155;20
70;149;30
71;137;34
72;141;32
73;150;42
74;160;29
75;126;28
76;141;28
77;143;34
78;142;26
79;133;37
80;164;21
81;130;25
82;137;34
83;146;42
84;137;35
85;174;37
86;177;32
87;127;29
88;157;45
89;168;34
90;181;41
91;164;30
92;178;27
93;171;21
94;189;36
95;179;29
96;205;40
97;161;40
98;219;30
99;220;36
100;216;33
101;251;38
102;275;34
103;284;40
104;314;38
105;276;38
106;293;37
107;299;42
108;385;45
109;321;44
110;367;43
111;411;41
112;380;56
113;396;46
114;428;29
115;470;55
116;488;50
117;504;39
118;529;47
119;517;36
120;533;37
121;578;41
122;599;41
123;603;27
124;626;40
125;685;33
126;630;32
127;629;25
128;663;31
129;673;27
130;680;39
131;669;37
132;706;43
133;646;44
134;618;36
135;589;41
136;658;45
137;603;47
138;606;43
139;566;56
140;569;44
141;544;37
142;557;43
143;508;43
144;466;35
145;506;44
146;481;39
147;437;35
148;420;52
149;404;31
150;403;44
151;397;43
152;387;49
153;358;41
154;338;48
155;333;56
156;336;50
157;306;40
158;307;41
159;299;42
160;292;54
161;232;40
162;272;46
163;250;53
164;276;33
165;251;43
166;246;44
167;254;45
168;246;45
169;221;47
170;246;40
171;213;56
172;225;54
173;240;47
174;242;47
175;217;55
176;222;42
177;203;48
178;236;54
179;231;46
180;244;44
181;252;51
182;220;62
183;247;48
184;253;46
185;213;39
186;249;49
187;247;50
188;216;30
189;236;41
190;249;53
191;258;47
192;248;60
193;192;39
194;240;44
195;230;47
196;231;43
197;241;38
198;255;60
199;227;39
200;226;44
201;246;41
202;243;45
203;224;40
204;228;37
205;248;38
206;253;46
207;213;44
208;235;53
209;227;37
210;227;45
211;245;32
212;228;61
213;225;39
214;251;51
215;242;39
216;263;52
217;250;36
218;236;57
219;277;37
220;242;55
221;278;48
222;278;51
223;256;48
224;277;53
225;248;47
226;256;48
227;257;33
228;295;46
229;271;36
230;274;41
231;289;35
232;313;42
233;296;40
234;329;46
235;288;52
236;317;34
237;337;39
238;320;46
239;332;44
240;336;52
241;308;53
242;317;45
243;325;49
244;331;62
245;366;41
246;341;45
247;341;49
248;346;45
249;317;42
250;361;47
251;368;38
252;388;48
253;381;61
254;372;56
255;412;48
256;394;42
257;384;38
258;385;49
259;408;59
260;363;38
261;360;48
262;417;37
263;414;49
264;389;50
265;383;46
266;366;49
267;419;60
268;391;51
269;378;58
270;391;49
271;379;44
272;357;49
273;366;42
274;373;52
275;360;47
276;342;48
277;362;40
278;351;46
279;370;56
280;398;54
281;339;54
282;333;57
283;342;56
284;314;54
285;330;46
286;318;52
287;338;43
288;341;39
289;272;56
290;320;42
291;336;53
292;350;58
293;293;44
294;344;55
295;281;48
296;303;48
297;330;56
298;280;51
299;326;50
300;275;51
301;291;57
302;310;57
303;276;49
304;278;45
305;282;49
306;316;61
307;316;64
308;300;66
309;256;53
310;269;53
311;263;42
312;285;62
313;306;51
314;259;46
315;261;54
316;285;49
317;273;40
318;275;48
319;267;39
320;275;59
321;271;42
322;268;59
323;292;46
324;234;68
325;260;50
326;296;47
327;270;51
328;280;42
329;277;41
330;268;60
331;249;47
332;260;56
333;253;44
334;249;62
335;263;50
336;288;55
337;249;43
338;263;56
339;256;46
340;263;58
341;251;47
342;274;55
343;259;45
344;272;67
345;285;59
346;279;48
347;291;56
348;243;54
349;282;64
350;239;50
351;269;50
352;252;47
353;250;47
354;261;55
355;246;55
356;265;47
357;239;55
358;263;51
359;239;53
360;292;38
361;263;40
362;294;43
363;257;60
364;279;53
365;278;50
366;318;44
367;279;46
368;276;46
